entity_id,name,type,branch,ring,degree,source
426,ADM Price-Fixing Scandal,event,health,3,1,expansion:expansion_food_supply
427,Monsanto Papers,event,health,3,1,expansion:expansion_food_supply
428,Roundup Cancer Litigation,event,health,3,1,expansion:expansion_food_supply
429,Monsanto Protection Act,legislation,health,3,0,expansion:expansion_food_supply
430,DARK Act,legislation,health,3,0,expansion:expansion_food_supply
431,Plant Variety Protection Act,legislation,health,3,1,expansion:expansion_food_supply
432,Gérald Marie,person,exploitation,2,4,expansion:expansion_france
433,John Casablancas,person,exploitation,2,3,expansion:expansion_france
434,Eileen Ford,person,exploitation,2,4,expansion:expansion_france
435,Claude Haddad,person,exploitation,3,3,expansion:expansion_france
436,Jack Lang,person,exploitation,3,2,expansion:expansion_france
437,Elite Model Management,organization,exploitation,2,4,expansion:expansion_france
438,Karin Models,organization,exploitation,2,5,expansion:expansion_france
439,DGSE,agency,exploitation,3,1,expansion:expansion_france
440,22 Avenue Foch,facility,exploitation,1,8,expansion:expansion_france
441,French Epstein Investigation,event,exploitation,1,8,expansion:expansion_france
442,Albert Pike,person,hidden_history,2,3,expansion:expansion_freemasonry
443,Manly P. Hall,person,hidden_history,3,1,expansion:expansion_freemasonry
444,Licio Gelli,person,hidden_history,2,3,expansion:expansion_freemasonry
445,Roberto Calvi,person,hidden_history,2,4,expansion:expansion_freemasonry
446,P.D. Houston,person,hidden_history,3,1,expansion:expansion_freemasonry
447,Albert Mackey,person,hidden_history,3,2,expansion:expansion_freemasonry
448,William Donovan,person,hidden_history,3,1,expansion:expansion_freemasonry
449,Scottish Rite Southern Jurisdiction,organization,hidden_history,1,11,expansion:expansion_freemasonry
450,York Rite,organization,hidden_history,3,2,expansion:expansion_freemasonry
451,Propaganda Due,organization,hidden_history,2,5,expansion:expansion_freemasonry
452,United Grand Lodge of England,organization,hidden_history,3,1,expansion:expansion_freemasonry
453,Grand Orient de France,organization,hidden_history,3,1,expansion:expansion_freemasonry
454,Shriners,organization,hidden_history,3,1,expansion:expansion_freemasonry
455,Sovereign Military Order of Malta,organization,hidden_history,2,4,expansion:expansion_freemasonry
456,Knights Templar,organization,hidden_history,2,3,expansion:expansion_freemasonry
457,P2 Lodge Scandal,event,hidden_history,3,2,expansion:expansion_freemasonry
458,Calvi Murder,event,hidden_history,3,2,expansion:expansion_freemasonry
459,Banco Ambrosiano Collapse,event,hidden_history,2,4,expansion:expansion_freemasonry
460,House of the Temple,facility,hidden_history,2,3,expansion:expansion_freemasonry
461,Thomas Bowers,person,financial,2,3,expansion:expansion_germany
462,Rosemary Vrablic,person,financial,3,2,expansion:expansion_germany
463,Tammy McFadden,person,financial,3,2,expansion:expansion_germany
464,William Broeksmit,person,financial,3,2,expansion:expansion_germany
465,Val Broeksmit,person,financial,2,3,expansion:expansion_germany
466,Philippa Sigl-Glöckner,person,power,3,2,entity_override
467,BND,agency,financial,2,3,expansion:expansion_germany
468,DFS Deutsche Bank Consent Order (2020),event,financial,3,2,expansion:expansion_germany
469,Deutsche Bank Russian Mirror Trading,event,financial,3,1,expansion:expansion_germany
470,Anthony Fauci,person,health,2,2,expansion:expansion_health
471,Bill Gates,person,health,2,3,expansion:expansion_health
472,Peter Daszak,person,health,3,1,expansion:expansion_health
473,Ralph Baric,person,health,3,1,expansion:expansion_health
474,Arthur Sackler,person,health,3,1,expansion:expansion_health
475,Sidney Gottlieb,person,intelligence,2,3,entity_override
476,Donald Ewen Cameron,person,intelligence,3,1,entity_override
477,Royal Raymond Rife,person,health,3,1,expansion:expansion_health
478,FDA,agency,health,1,6,expansion:expansion_health
479,CDC,agency,health,3,1,expansion:expansion_health
480,NIH,agency,health,1,4,expansion:expansion_health
481,WHO,organization,health,3,2,expansion:expansion_health
482,Bill & Melinda Gates Foundation,foundation,health,1,4,expansion:expansion_health
483,GAVI,organization,health,3,2,expansion:expansion_health
484,EcoHealth Alliance,organization,health,2,3,expansion:expansion_health
485,Purdue Pharma,organization,health,2,3,expansion:expansion_health
486,Pfizer,organization,health,2,3,expansion:expansion_health
487,Monsanto,organization,health,3,1,entity_override
488,Tuskegee Syphilis Study,program,intelligence,3,2,entity_override
489,Guatemala Syphilis Experiments,program,intelligence,3,2,entity_override
490,Gain-of-Function Research,program,health,2,3,expansion:expansion_health
491,Leonardo DiCaprio,person,exploitation,3,2,expansion:expansion_hollywood_predators
492,Oprah Winfrey,person,exploitation,3,1,expansion:expansion_hollywood_predators
493,João Teixeira de Faria,person,exploitation,3,2,expansion:expansion_hollywood_predators
494,Sean Combs,person,exploitation,2,4,expansion:expansion_hollywood_predators
495,Russell Simmons,person,exploitation,3,2,expansion:expansion_hollywood_predators
496,R. Kelly,person,exploitation,3,2,expansion:expansion_hollywood_predators
497,Islamic Revolutionary Guard Corps,agency,intelligence,1,7,expansion:expansion_iran_conflict
498,Quds Force,agency,intelligence,2,3,expansion:expansion_iran_conflict
499,Ali Khamenei,person,intelligence,2,5,expansion:expansion_iran_conflict
500,Ali Shamkhani,person,intelligence,3,1,expansion:expansion_iran_conflict
501,Mohammad Pakpour,person,intelligence,3,1,expansion:expansion_iran_conflict
502,Aziz Nasirzadeh,person,intelligence,3,1,expansion:expansion_iran_conflict
503,Abdul Rahim Mousavi,person,intelligence,3,1,expansion:expansion_iran_conflict
504,Masoud Pezeshkian,person,intelligence,3,1,expansion:expansion_iran_conflict
505,CENTCOM,agency,intelligence,2,5,expansion:expansion_iran_conflict
506,Operation Epic Fury,event,intelligence,1,13,expansion:expansion_iran_conflict
507,Operation Roaring Lion,event,intelligence,3,2,expansion:expansion_iran_conflict
508,Operation Midnight Hammer,event,intelligence,2,4,expansion:expansion_iran_conflict
509,Strait of Hormuz Blockade,event,intelligence,3,1,expansion:expansion_iran_conflict
510,B-2 Spirit Strike Package,event,intelligence,3,1,expansion:expansion_iran_conflict
511,Natanz Nuclear Facility,facility,intelligence,2,3,expansion:expansion_iran_conflict
512,Fordow Enrichment Plant,facility,intelligence,2,3,expansion:expansion_iran_conflict
513,Parchin Military Complex,facility,intelligence,3,1,expansion:expansion_iran_conflict
514,Konarak Naval Base,facility,intelligence,3,1,expansion:expansion_iran_conflict
515,USS Abraham Lincoln,facility,intelligence,3,2,expansion:expansion_iran_conflict
516,USS Gerald R. Ford,facility,intelligence,3,2,expansion:expansion_iran_conflict
517,Hezbollah,organization,intelligence,3,2,expansion:expansion_iran_conflict
518,Ansar Allah (Houthis),organization,intelligence,3,2,expansion:expansion_iran_conflict
519,Atomic Energy Organization of Iran,agency,intelligence,3,2,expansion:expansion_iran_conflict
520,Iranian Ministry of Intelligence,agency,intelligence,3,2,expansion:expansion_iran_conflict
521,Ari Ben-Menashe,person,intelligence,2,6,expansion:expansion_israel
522,Jonathan Pollard,person,intelligence,1,7,expansion:expansion_israel
523,LAKAM,agency,intelligence,1,8,expansion:expansion_israel
524,Unit 8200,agency,intelligence,1,7,expansion:expansion_israel
525,NSO Group,organization,intelligence,2,6,expansion:expansion_israel
526,Shabtai Shavit,person,intelligence,3,2,expansion:expansion_israel
527,Meir Dagan,person,intelligence,2,3,expansion:expansion_israel
528,Efraim Halevy,person,intelligence,2,3,expansion:expansion_israel
529,Allen Dulles,person,hidden_history,2,4,expansion:expansion_jfk
530,John McCone,person,hidden_history,3,1,expansion:expansion_jfk
531,David Atlee Phillips,person,hidden_history,3,2,expansion:expansion_jfk
532,E. Howard Hunt,person,hidden_history,3,2,expansion:expansion_jfk
533,Lee Harvey Oswald,person,hidden_history,1,8,expansion:expansion_jfk
534,Jack Ruby,person,hidden_history,2,3,expansion:expansion_jfk
535,Clay Shaw,person,hidden_history,2,3,expansion:expansion_jfk
536,David Ferrie,person,hidden_history,2,3,expansion:expansion_jfk
537,Guy Banister,person,hidden_history,3,2,expansion:expansion_jfk
538,Jim Garrison,person,hidden_history,3,1,expansion:expansion_jfk
539,George de Mohrenschildt,person,hidden_history,3,2,expansion:expansion_jfk
540,Carlos Marcello,person,hidden_history,2,3,expansion:expansion_jfk
541,Santos Trafficante,person,hidden_history,2,3,expansion:expansion_jfk
542,Sam Giancana,person,hidden_history,3,2,expansion:expansion_jfk
543,Dorothy Kilgallen,person,hidden_history,3,1,expansion:expansion_jfk
544,Warren Commission,organization,hidden_history,2,3,expansion:expansion_jfk
545,HSCA,organization,hidden_history,3,2,expansion:expansion_jfk
546,ARRB,organization,hidden_history,3,1,expansion:expansion_jfk
547,Operation Mongoose,program,hidden_history,3,0,expansion:expansion_jfk
548,ZR/RIFLE,program,hidden_history,3,1,expansion:expansion_jfk
549,Operation 40,program,hidden_history,3,0,expansion:expansion_jfk
550,Dealey Plaza,facility,hidden_history,3,0,expansion:expansion_jfk
551,JFK Assassination,event,hidden_history,1,9,expansion:expansion_jfk
552,Robert F. Kennedy,person,hidden_history,3,1,expansion:expansion_jfk
553,RFK Assassination,event,hidden_history,3,2,expansion:expansion_jfk
554,Sirhan Sirhan,person,hidden_history,3,1,expansion:expansion_jfk
555,Martin Luther King Jr.,person,hidden_history,3,2,expansion:expansion_jfk
556,MLK Assassination,event,hidden_history,2,3,expansion:expansion_jfk
557,James Earl Ray,person,hidden_history,3,1,expansion:expansion_jfk
558,Oliver North,person,intelligence,2,3,expansion:expansion_latin_america
559,Manuel Noriega,person,intelligence,2,5,expansion:expansion_latin_america
560,Felix Rodriguez,person,intelligence,2,3,expansion:expansion_latin_america
561,Augusto Pinochet,person,intelligence,3,2,expansion:expansion_latin_america
562,Gary Webb,person,narrative,2,2,entity_override
563,Andres Pastrana,person,intelligence,2,3,expansion:expansion_latin_america
564,Medellín Cartel,organization,resource,1,5,entity_override
565,SETCO Aviation,organization,intelligence,2,3,entity_override
566,School of the Americas,organization,intelligence,2,3,entity_override
567,Operation Condor,program,intelligence,2,4,expansion:expansion_latin_america
568,Kerry Committee Investigation,event,intelligence,2,3,expansion:expansion_latin_america
569,Rupert Murdoch,person,narrative,2,3,expansion:expansion_media
570,Edward Bernays,person,narrative,2,2,expansion:expansion_media
571,Frank Wisner,person,narrative,3,2,expansion:expansion_media
572,Carl Bernstein,person,narrative,3,1,expansion:expansion_media
573,Anderson Cooper,person,narrative,3,1,expansion:expansion_media
574,Jeff Bezos,person,narrative,3,1,expansion:expansion_media
575,Julian Assange,person,intelligence,3,1,entity_override
576,Edward Snowden,person,intelligence,1,10,entity_override
577,Chelsea Manning,person,intelligence,3,1,entity_override
578,William Binney,person,intelligence,2,4,entity_override
579,News Corp,organization,narrative,2,4,expansion:expansion_media
580,Fox Corporation,organization,narrative,3,2,expansion:expansion_media
581,The Walt Disney Company,organization,narrative,3,1,expansion:expansion_media
582,Comcast Corporation,organization,narrative,3,2,expansion:expansion_media
583,Warner Bros. Discovery,organization,narrative,3,2,expansion:expansion_media
584,Paramount Global,organization,narrative,3,1,expansion:expansion_media
585,WikiLeaks,organization,intelligence,2,3,entity_override
586,Tavistock Institute,organization,narrative,3,2,expansion:expansion_media
587,Atlantic Council,organization,narrative,3,2,expansion:expansion_media
588,Operation Mockingbird,program,intelligence,2,6,entity_override
589,PRISM,program,intelligence,2,3,entity_override
590,Telecommunications Act of 1996,legislation,narrative,1,5,expansion:expansion_media
591,Smith-Mundt Modernization Act,legislation,narrative,3,1,expansion:expansion_media
592,Pentagon Military Analyst Program,program,narrative,2,3,expansion:expansion_media
593,Church Committee,event,narrative,2,4,expansion:expansion_media
594,Twitter Files,event,narrative,3,2,expansion:expansion_media
595,Lockheed Martin,organization,resource,2,3,expansion:expansion_mic
596,Raytheon,organization,resource,3,1,expansion:expansion_mic
597,Northrop Grumman,organization,resource,3,1,expansion:expansion_mic
598,Boeing Defense,organization,resource,3,1,expansion:expansion_mic
599,General Dynamics,organization,resource,3,0,expansion:expansion_mic
600,BAE Systems,organization,resource,3,0,expansion:expansion_mic
601,L3Harris Technologies,organization,resource,3,0,expansion:expansion_mic
602,Booz Allen Hamilton,organization,resource,2,4,expansion:expansion_mic
603,Halliburton,organization,resource,3,2,expansion:expansion_mic
604,Blackwater,organization,intelligence,3,2,entity_override
605,DynCorp,organization,exploitation,3,1,entity_override
606,Erik Prince,person,intelligence,3,2,entity_override
607,Dwight D. Eisenhower,person,resource,3,1,expansion:expansion_mic
608,Norman Augustine,person,resource,3,1,expansion:expansion_mic
609,Special Access Programs,program,resource,3,1,expansion:expansion_mic
610,F-35 Joint Strike Fighter,program,resource,3,1,expansion:expansion_mic
611,Eisenhower Farewell Address,event,resource,3,1,expansion:expansion_mic
612,Pentagon Audit Failures,event,resource,3,1,expansion:expansion_mic
613,Marc Dutroux,person,exploitation,3,2,expansion:expansion_pedophile_networks
614,Keith Raniere,person,exploitation,3,2,expansion:expansion_pedophile_networks
615,Peter Scully,person,exploitation,3,1,expansion:expansion_pedophile_networks
616,Cardinal Bernard Law,person,exploitation,3,2,expansion:expansion_pedophile_networks
617,Leon Brittan,person,exploitation,3,2,expansion:expansion_pedophile_networks
618,Cyril Smith,person,exploitation,3,1,expansion:expansion_pedophile_networks
619,Peter Hayman,person,exploitation,3,1,expansion:expansion_pedophile_networks
620,Peter Ball,person,exploitation,3,2,expansion:expansion_pedophile_networks
621,NXIVM,organization,exploitation,2,4,expansion:expansion_pedophile_networks
622,Dutroux Network,organization,exploitation,3,2,expansion:expansion_pedophile_networks
623,Boston Globe Spotlight Team,organization,exploitation,3,1,expansion:expansion_pedophile_networks
624,Dutroux Affair,event,exploitation,3,2,expansion:expansion_pedophile_networks
625,Westminster Dossier Disappearance,event,exploitation,2,5,expansion:expansion_pedophile_networks
626,NXIVM Trial,event,exploitation,3,2,expansion:expansion_pedophile_networks
627,Spotlight Investigation,event,exploitation,3,3,expansion:expansion_pedophile_networks
628,Australian Royal Commission,event,exploitation,3,2,expansion:expansion_pedophile_networks
629,Independent Inquiry into Child Sexual Abuse,event,exploitation,2,4,expansion:expansion_pedophile_networks
630,Operation Yewtree,program,exploitation,3,1,expansion:expansion_pedophile_networks
631,Operation Midland,program,exploitation,3,1,expansion:expansion_pedophile_networks
632,Jack Parsons,person,hidden_history,2,5,expansion:expansion_ritual_occult
633,Aleister Crowley,person,hidden_history,2,4,expansion:expansion_ritual_occult
634,Michael Aquino,person,hidden_history,1,6,expansion:expansion_ritual_occult
635,L. Ron Hubbard,person,hidden_history,2,5,expansion:expansion_ritual_occult
636,Anton LaVey,person,hidden_history,3,2,expansion:expansion_ritual_occult
637,Larry King,person,hidden_history,3,2,expansion:expansion_ritual_occult
638,Paul Bonacci,person,hidden_history,3,3,expansion:expansion_ritual_occult
639,John DeCamp,person,hidden_history,3,2,expansion:expansion_ritual_occult
640,Ordo Templi Orientis,organization,hidden_history,3,3,expansion:expansion_ritual_occult
641,Temple of Set,organization,hidden_history,3,1,expansion:expansion_ritual_occult
642,Church of Scientology,organization,hidden_history,3,3,expansion:expansion_ritual_occult
643,Thule Society,organization,hidden_history,3,1,expansion:expansion_ritual_occult
644,Process Church of the Final Judgment,organization,hidden_history,3,1,expansion:expansion_ritual_occult
645,The Finders,organization,hidden_history,3,2,expansion:expansion_ritual_occult
646,Presidio Abuse Case,event,hidden_history,3,2,expansion:expansion_ritual_occult
647,Franklin Cover-Up,event,hidden_history,1,6,expansion:expansion_ritual_occult
648,Operation Snow White,event,hidden_history,2,4,expansion:expansion_ritual_occult
649,Babalon Working,event,hidden_history,3,2,expansion:expansion_ritual_occult
650,Vladimir Putin,person,power,1,7,entity_override
651,FSB,agency,intelligence,2,6,entity_override
652,Semion Mogilevich,person,hidden_history,2,5,entity_override
653,Solntsevskaya Bratva,organization,hidden_history,3,2,entity_override
654,Dmitry Rybolovlev,person,financial,2,3,entity_override
655,Prince Bandar bin Sultan,person,elite_social,1,9,expansion:expansion_saudi
656,Prince Turki al-Faisal,person,intelligence,2,4,entity_override
657,Saudi GID,agency,intelligence,1,11,entity_override
658,Mohammed bin Salman,person,elite_social,2,5,expansion:expansion_saudi
659,Jamal Khashoggi,person,narrative,2,4,entity_override
660,Al-Waleed bin Talal,person,elite_social,2,4,expansion:expansion_saudi
661,Kingdom Holding,organization,financial,3,2,entity_override
662,Saudi Binladin Group,organization,financial,3,2,entity_override
663,Carlyle Group,organization,financial,2,6,entity_override
664,BAE Al-Yamamah Deal,event,intelligence,2,5,entity_override
665,Safari Club,organization,intelligence,2,5,entity_override
666,Wafic Said,person,intelligence,2,3,entity_override
667,Prince Mohammed bin Fahd,person,elite_social,2,3,expansion:expansion_saudi
668,David Rockefeller,person,power,2,5,expansion:expansion_supranational
669,Zbigniew Brzezinski,person,power,3,2,expansion:expansion_supranational
670,George Soros,person,power,3,2,expansion:expansion_supranational
671,Nelson Rockefeller,person,power,3,2,expansion:expansion_supranational
672,Bilderberg Group,organization,power,3,3,expansion:expansion_supranational
673,Trilateral Commission,organization,power,3,3,expansion:expansion_supranational
674,Council on Foreign Relations,organization,power,1,7,expansion:expansion_supranational
675,Club of Rome,organization,power,3,0,expansion:expansion_supranational
676,Chatham House,organization,power,3,1,expansion:expansion_supranational
677,Brookings Institution,organization,power,3,0,expansion:expansion_supranational
678,RAND Corporation,organization,power,3,1,expansion:expansion_supranational
679,Open Society Foundations,foundation,financial,3,1,entity_override
680,Rockefeller Foundation,foundation,financial,3,2,entity_override
681,Carnegie Endowment for International Peace,foundation,financial,3,0,entity_override
682,Ford Foundation,foundation,financial,3,1,entity_override
683,Guy de Rothschild,person,elite_social,1,7,expansion:expansion_surrealist_ball
684,Marie-Hélène de Rothschild,person,elite_social,1,7,expansion:expansion_surrealist_ball
685,Mayer Amschel Rothschild,person,elite_social,3,1,expansion:expansion_surrealist_ball
686,Château de Ferrières,facility,elite_social,3,2,expansion:expansion_surrealist_ball
687,Rothschild Surrealist Ball (1972),event,elite_social,1,12,expansion:expansion_surrealist_ball
688,Salvador Dalí,person,elite_social,2,3,expansion:expansion_surrealist_ball
689,Gianni Agnelli,person,elite_social,2,3,expansion:expansion_surrealist_ball
690,Georges Pompidou,person,elite_social,3,2,expansion:expansion_surrealist_ball
691,Audrey Hepburn,person,elite_social,3,2,expansion:expansion_surrealist_ball
692,Alexis de Redé,person,elite_social,2,3,expansion:expansion_surrealist_ball
693,Charles de Beistegui,person,elite_social,3,1,expansion:expansion_surrealist_ball
694,Marquis de Cuevas,person,elite_social,3,2,expansion:expansion_surrealist_ball
695,Marie-Laure de Noailles,person,elite_social,3,2,expansion:expansion_surrealist_ball
696,Truman Capote,person,elite_social,3,1,expansion:expansion_surrealist_ball
697,Diana Vreeland,person,elite_social,3,1,expansion:expansion_surrealist_ball
698,Anna Wintour,person,elite_social,3,1,expansion:expansion_surrealist_ball
699,Banque Rothschild,organization,elite_social,2,3,expansion:expansion_surrealist_ball
700,François Mitterrand,person,elite_social,3,1,expansion:expansion_surrealist_ball
701,Met Gala,event,elite_social,2,4,expansion:expansion_surrealist_ball
702,Marisa Berenson,person,elite_social,3,1,expansion:expansion_surrealist_ball
703,Hélène Rochas,person,elite_social,3,1,expansion:expansion_surrealist_ball
704,Count Étienne de Beaumont,person,elite_social,3,1,expansion:expansion_surrealist_ball
705,Elsa Maxwell,person,elite_social,3,0,expansion:expansion_surrealist_ball
706,Eleanor Lambert,person,elite_social,3,1,expansion:expansion_surrealist_ball
707,Battle of Versailles (1973),event,elite_social,3,1,expansion:expansion_surrealist_ball
708,XKeyscore,program,intelligence,2,3,expansion:expansion_tech_surveillance
709,ECHELON,program,intelligence,2,3,expansion:expansion_tech_surveillance
710,Room 641A,facility,intelligence,2,4,expansion:expansion_tech_surveillance
711,Vault 7,program,intelligence,3,2,expansion:expansion_tech_surveillance
712,MYSTIC,program,intelligence,3,2,expansion:expansion_tech_surveillance
713,Tempora,program,intelligence,3,2,expansion:expansion_tech_surveillance
714,Carnivore,program,intelligence,3,1,expansion:expansion_tech_surveillance
715,ThinThread,program,intelligence,2,3,expansion:expansion_tech_surveillance
716,Five Eyes,organization,intelligence,2,5,expansion:expansion_tech_surveillance
717,GCHQ,agency,intelligence,2,4,expansion:expansion_tech_surveillance
718,Thomas Drake,person,intelligence,2,3,expansion:expansion_tech_surveillance
719,Mark Klein,person,intelligence,3,2,expansion:expansion_tech_surveillance
720,Keith Alexander,person,intelligence,3,2,expansion:expansion_tech_surveillance
721,USA FREEDOM Act,legislation,intelligence,3,3,expansion:expansion_tech_surveillance
722,FISA Amendments Act,legislation,intelligence,3,3,expansion:expansion_tech_surveillance
723,Jewel v. NSA,event,intelligence,3,3,expansion:expansion_tech_surveillance
724,ACLU v. Clapper,event,intelligence,3,2,expansion:expansion_tech_surveillance
725,Daniel Sheehan,person,consciousness,1,8,expansion:expansion_uap_disclosure
726,John Mack,person,consciousness,3,1,expansion:expansion_uap_disclosure
727,Steven Greer,person,consciousness,2,3,expansion:expansion_uap_disclosure
728,Luis Elizondo,person,consciousness,2,3,expansion:expansion_uap_disclosure
729,David Grusch,person,consciousness,1,5,expansion:expansion_uap_disclosure
730,David Fravor,person,consciousness,3,1,expansion:expansion_uap_disclosure
731,Ryan Graves,person,consciousness,3,2,expansion:expansion_uap_disclosure
732,Chuck Schumer,person,consciousness,3,1,expansion:expansion_uap_disclosure
733,Mike Rounds,person,consciousness,3,1,expansion:expansion_uap_disclosure
734,Tim Burchett,person,consciousness,3,2,expansion:expansion_uap_disclosure
735,New Paradigm Institute,organization,consciousness,3,2,expansion:expansion_uap_disclosure
736,Christic Institute,organization,consciousness,3,2,expansion:expansion_uap_disclosure
737,Disclosure Project,organization,consciousness,2,3,expansion:expansion_uap_disclosure
738,Americans for Safe Aerospace,organization,consciousness,3,1,expansion:expansion_uap_disclosure
739,AATIP,program,consciousness,2,3,expansion:expansion_uap_disclosure
740,Project Blue Book,program,consciousness,2,3,expansion:expansion_uap_disclosure
741,UAP Task Force,program,consciousness,3,2,expansion:expansion_uap_disclosure
742,UAP Disclosure Act,legislation,consciousness,2,4,expansion:expansion_uap_disclosure
743,Enhanced UAP Whistleblower Protection Act,legislation,consciousness,3,1,expansion:expansion_uap_disclosure
744,Grusch Congressional Hearing,event,consciousness,1,5,expansion:expansion_uap_disclosure
745,Robert Bigelow,person,consciousness,2,3,expansion:expansion_uap_programs
746,Eric Davis,person,consciousness,3,2,expansion:expansion_uap_programs
747,Colm Kelleher,person,consciousness,3,2,expansion:expansion_uap_programs
748,Kit Green,person,consciousness,3,2,expansion:expansion_uap_programs
749,James Lacatski,person,consciousness,3,1,expansion:expansion_uap_programs
750,George Knapp,person,consciousness,3,0,expansion:expansion_uap_programs
751,NIDS,organization,consciousness,2,3,expansion:expansion_uap_programs
752,Bigelow Aerospace,organization,consciousness,3,2,expansion:expansion_uap_programs
753,Battelle Memorial Institute,organization,consciousness,3,1,expansion:expansion_uap_programs
754,Sol Foundation,organization,consciousness,3,2,expansion:expansion_uap_programs
755,AAWSAP,program,consciousness,1,9,expansion:expansion_uap_programs
756,Skinwalker Ranch,facility,consciousness,3,2,expansion:expansion_uap_programs
757,Area 51,facility,consciousness,3,0,expansion:expansion_uap_programs
758,Wright-Patterson AFB,facility,consciousness,3,1,expansion:expansion_uap_programs
759,Wilson-Davis Memo,event,consciousness,3,2,expansion:expansion_uap_programs
760,Roswell Incident,event,consciousness,3,1,expansion:expansion_uap_programs
761,Peter Mandelson,person,power,2,5,entity_override
762,MI5,agency,intelligence,2,5,entity_override
763,MI6,agency,intelligence,1,7,entity_override
764,Jimmy Savile,person,exploitation,2,5,entity_override
765,Sarah Ferguson,person,elite_social,2,3,expansion:expansion_uk
766,Metropolitan Police,agency,power,2,5,entity_override
767,Pergamon Press,organization,narrative,2,3,entity_override
768,Mirror Group Newspapers,organization,narrative,3,2,entity_override
769,Crown Prosecution Service,agency,power,3,3,entity_override
770,Mark Thompson,person,narrative,3,2,entity_override
771,Stuart Roffey,person,exploitation,3,2,entity_override
772,Evgeny Lebedev,person,narrative,2,4,entity_override
773,TerraMar Project,organization,exploitation,3,2,entity_override
774,Newsnight Interview,event,narrative,2,3,entity_override
775,Peter Brabeck-Letmathe,person,resource,3,1,expansion:expansion_water
776,Maude Barlow,person,resource,2,3,expansion:expansion_water
777,Vandana Shiva,person,resource,3,2,expansion:expansion_water
778,T. Boone Pickens,person,resource,3,1,expansion:expansion_water
779,Nestlé Waters,organization,resource,2,3,expansion:expansion_water
780,Suez Group,organization,resource,2,3,expansion:expansion_water
781,Veolia,organization,resource,3,2,expansion:expansion_water
782,Thames Water,organization,resource,3,1,expansion:expansion_water
783,Cochabamba Water War,event,resource,1,5,expansion:expansion_water
784,Flint Water Crisis,event,resource,3,1,expansion:expansion_water
785,Detroit Water Shutoffs,event,resource,3,1,expansion:expansion_water
786,Standing Rock Protests,event,resource,3,1,expansion:expansion_water
787,Dublin Statement on Water,legislation,resource,3,2,expansion:expansion_water
788,Ogallala Aquifer,facility,resource,2,3,expansion:expansion_water
789,Great Lakes,facility,resource,3,1,expansion:expansion_water
790,World Economic Forum,organization,power,2,6,expansion:expansion_wef
791,Børge Brende,person,power,3,2,expansion:expansion_wef
792,Klaus Schwab,person,power,3,1,expansion:expansion_wef
793,Alois Zwinggi,person,power,3,1,expansion:expansion_wef
794,Davos Annual Meeting,event,power,3,1,expansion:expansion_wef
795,"Gaia, Inc.",organization,narrative,1,10,expansion:expansion_new_age_psyops
796,Crown Sterling,organization,narrative,2,3,expansion:expansion_new_age_psyops
797,Project Camelot,organization,narrative,3,1,expansion:expansion_new_age_psyops
798,Exopolitics Institute,organization,narrative,3,1,expansion:expansion_new_age_psyops
799,ECETI Ranch,facility,narrative,3,1,expansion:expansion_new_age_psyops
800,Isha Foundation,foundation,narrative,3,1,expansion:expansion_new_age_psyops
801,Robert Edward Grant,person,narrative,2,3,expansion:expansion_new_age_psyops
802,David Wilcock,person,narrative,2,3,expansion:expansion_new_age_psyops
803,Corey Goode,person,narrative,1,5,expansion:expansion_new_age_psyops
804,Billy Carson,person,narrative,3,1,expansion:expansion_new_age_psyops
805,Nassim Haramein,person,narrative,3,1,expansion:expansion_new_age_psyops
806,Gregg Braden,person,narrative,3,1,expansion:expansion_new_age_psyops
807,Matias De Stefano,person,narrative,3,2,expansion:expansion_new_age_psyops
808,Emery Smith,person,narrative,3,1,expansion:expansion_new_age_psyops
809,Teal Swan,person,narrative,3,1,expansion:expansion_new_age_psyops
810,Bentinho Massaro,person,narrative,3,0,expansion:expansion_new_age_psyops
811,Jordan Duchnycz,person,narrative,3,1,expansion:expansion_new_age_psyops
812,Santos Bonacci,person,narrative,3,2,expansion:expansion_new_age_psyops
813,David Icke,person,narrative,3,2,expansion:expansion_new_age_psyops
814,Jordan Maxwell,person,narrative,3,2,expansion:expansion_new_age_psyops
815,Alex Collier,person,narrative,3,0,expansion:expansion_new_age_psyops
816,Simon Parkes,person,narrative,3,1,expansion:expansion_new_age_psyops
817,Michael Salla,person,narrative,1,5,expansion:expansion_new_age_psyops
818,Kerry Cassidy,person,narrative,2,4,expansion:expansion_new_age_psyops
819,Laura Eisenhower,person,narrative,3,2,expansion:expansion_new_age_psyops
820,James Gilliland,person,narrative,3,1,expansion:expansion_new_age_psyops
821,Sadhguru,person,narrative,3,1,expansion:expansion_new_age_psyops
822,Black Hat 2019 Crown Sterling Incident,event,narrative,3,1,expansion:expansion_new_age_psyops
823,Stanley Kubrick,person,elite_social,3,0,base_override
824,Eyes Wide Shut,event,elite_social,3,0,base_override
825,Mentmore Towers,facility,elite_social,3,0,base_override
